dataset,protected_attribute,unbiasing_algorithm,data,classifier_type,classification_algorithm,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,inf,0.7979,1.6,1.1548,0.85,0.4,1.0,"[3602, 6, 1152, 3]",0.7569,0.0052,0.0026,0.3333,0.0092,0.0026,0.9983
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Asian-Pac-Islander,0.0,0.998,0.9974,0.9982,0.9983,0.9973,0.999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Black,0.0,0.9979,0.9974,0.9981,0.9981,0.9973,0.999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Other,0.0,0.9981,0.9975,0.9983,0.9983,0.9974,0.999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,White,0.0,0.9867,0.9727,0.9893,0.9896,0.9714,0.9991,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,1.2164,0.9489,1.2851,1.0799,0.9213,0.7148,0.9999,"[3077, 531, 559, 596]",0.7712,0.5223,0.516,0.5288,0.372,0.516,0.8528
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.1239,0.9708,1.072,0.9937,0.9956,0.9237,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Black,0.6377,0.9112,0.9031,0.9676,0.9673,0.9081,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Other,1.0833,0.9803,0.6826,1.1215,0.8814,0.6826,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,White,1.2606,0.9496,1.0226,1.0101,0.9898,0.9771,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.7948,0.9643,0.905,1.0246,0.9706,0.9052,0.9999,"[3352, 256, 584, 571]",0.8236,0.5762,0.4944,0.6904,0.4791,0.4944,0.929
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.249,0.9571,1.0184,1.0346,0.9651,0.9809,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Black,0.3575,0.8812,0.7831,0.9593,0.9598,0.7807,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Other,0.2795,0.8742,0.7041,0.9569,0.9581,0.7043,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,White,1.8332,0.9156,1.1341,1.0225,0.9774,0.8647,0.9991,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.1205,0.8526,0.6706,0.9342,0.9341,0.6833,0.9997,"[3373, 235, 598, 556]",0.8251,0.5717,0.4818,0.7029,0.4797,0.4818,0.9349
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Asian-Pac-Islander,1.2989,0.9508,0.9939,1.05,0.9494,0.993,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Black,0.3749,0.8896,0.896,0.9522,0.9522,0.895,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Other,0.292,0.8817,0.7172,0.9628,0.9639,0.717,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,White,1.911,0.915,1.0956,1.0323,0.9678,0.9057,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.3735,0.893,0.7174,0.9772,0.9797,0.7174,0.9998,"[3355, 253, 599, 556]",0.8211,0.5662,0.4814,0.6873,0.4694,0.4814,0.9299
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Asian-Pac-Islander,1.0147,0.9975,0.8932,1.0262,0.9742,0.8998,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Black,0.3002,0.8727,0.7525,0.9521,0.9522,0.7568,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Other,0.2857,0.878,0.9182,0.9292,0.9292,0.9183,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,White,2.3014,0.8955,1.1946,1.0363,0.964,0.8058,0.9991,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.3558,0.8903,0.7034,0.9663,0.9686,0.7164,0.9999,"[3320, 288, 636, 518]",0.806,0.5286,0.4489,0.6427,0.4217,0.4489,0.9202
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,0.8115,0.9679,0.8185,1.0067,0.9939,0.8199,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Black,0.3676,0.8861,0.912,0.9385,0.9385,0.9105,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Other,0.2867,0.8786,0.7499,0.9479,0.9491,0.75,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,White,2.2984,0.896,1.1531,1.05,0.9503,0.8485,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Amer-Indian-Eskimo,0.2506,0.8792,0.5263,0.9859,0.9882,0.5261,1.0,"[3390, 218, 610, 544]",0.8261,0.5678,0.4714,0.7139,0.4803,0.4714,0.9396
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Asian-Pac-Islander,1.4376,0.9309,1.0544,1.0547,0.9445,0.9445,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Black,0.4027,0.8987,0.8886,0.963,0.9631,0.8868,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Other,0.6081,0.9371,0.9284,0.9958,0.9984,0.9283,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,White,1.6572,0.9327,1.0744,1.016,0.9837,0.9276,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.1214,0.7076,0.2675,0.8424,0.8447,0.2674,0.9999,"[2878, 730, 313, 841]",0.781,0.6172,0.7288,0.5353,0.4798,0.7288,0.7977
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,0.6815,0.8939,0.7629,0.918,0.9191,0.763,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Black,0.3841,0.7842,0.8465,0.8546,0.8545,0.8457,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Other,0.6265,0.8764,1.0714,0.9095,0.9145,0.9285,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,White,2.3702,0.792,1.2197,1.1419,0.8579,0.7793,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.5936,0.9101,0.8,0.964,0.9686,0.8255,0.9995,"[3144, 464, 569, 585]",0.7831,0.5311,0.5069,0.5577,0.3912,0.5069,0.8714
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,0.9696,0.9933,0.9679,0.9846,0.9853,0.9669,0.9992,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Black,0.5048,0.8855,0.9696,0.932,0.9317,0.9641,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Other,1.2762,0.9393,1.2944,1.0834,0.922,0.7057,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,White,1.5752,0.9151,1.0295,1.0501,0.9499,0.9716,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.4961,0.8974,0.7527,0.9793,0.9826,0.7784,0.9997,"[3282, 326, 515, 639]",0.8234,0.6031,0.5537,0.6622,0.4939,0.5537,0.9096
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.8894,0.9775,0.9196,0.9771,0.9756,0.9184,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Black,0.4011,0.8713,0.8385,0.9468,0.9464,0.8386,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Other,0.7804,0.9554,1.0463,0.9942,0.9978,0.9535,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,White,1.9569,0.8934,1.1307,1.0459,0.9542,0.8682,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.1231,0.8482,0.5373,0.944,0.9451,0.5374,1.0,"[3322, 286, 623, 532]",0.8092,0.5393,0.4606,0.6504,0.4333,0.4606,0.9207
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,0.8054,0.9664,0.9149,0.9653,0.9674,0.9213,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Black,0.2732,0.8659,0.7207,0.9446,0.9448,0.7223,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Other,0.7089,0.9499,0.9389,1.0053,0.991,0.9391,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,White,2.6217,0.8834,1.2118,1.0511,0.949,0.7867,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Amer-Indian-Eskimo,0.5164,0.9203,0.9128,0.9865,0.9889,0.913,0.9999,"[3388, 220, 593, 562]",0.8293,0.5803,0.4866,0.7187,0.4924,0.4866,0.939
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Asian-Pac-Islander,1.3664,0.9405,1.0518,1.0448,0.9549,0.9463,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Black,0.3913,0.8939,0.7651,0.9772,0.9766,0.7702,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Other,0.5926,0.9329,0.9128,0.9953,0.9978,0.913,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,White,1.6744,0.9298,1.1155,1.0087,0.9913,0.8839,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.0643,0.69,0.4746,0.7956,0.7957,0.4748,1.0,"[2879, 729, 320, 835]",0.7798,0.6142,0.7229,0.5339,0.4754,0.7229,0.7979
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Asian-Pac-Islander,0.6895,0.8971,0.8072,0.909,0.9096,0.8091,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Black,0.3447,0.7705,0.8013,0.8429,0.8435,0.8032,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Other,0.9282,0.9764,1.0771,1.0376,0.9664,0.9226,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,White,2.4223,0.7895,1.2059,1.148,0.8523,0.7914,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.8238,0.9613,1.0946,0.9915,0.9975,0.9052,0.9998,"[3148, 460, 571, 584]",0.7835,0.5312,0.5056,0.5594,0.3917,0.5056,0.8725
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.1535,0.9665,0.9816,1.0372,0.9646,0.9809,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Black,0.5065,0.8865,0.807,0.9549,0.9555,0.8064,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Other,0.7214,0.9388,0.693,1.0135,0.9802,0.693,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,White,1.5292,0.9202,1.1263,1.0241,0.9762,0.8734,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.8656,0.9719,1.0279,1.027,0.9669,0.9722,0.9998,"[3275, 333, 494, 661]",0.8264,0.6152,0.5723,0.665,0.5062,0.5723,0.9077
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.967,0.9931,0.9882,0.9752,0.9736,0.9915,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Black,0.4078,0.869,0.7903,0.9527,0.9528,0.7927,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Other,0.4656,0.888,0.8267,0.9637,0.9662,0.827,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,White,1.8609,0.8966,1.1248,1.0401,0.9603,0.8733,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.5678,0.8847,0.7726,0.962,0.9667,0.811,1.0,"[3137, 471, 360, 794]",0.8255,0.6565,0.688,0.6277,0.5409,0.688,0.8695
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Asian-Pac-Islander,0.7749,0.9398,0.8299,0.9545,0.9538,0.8311,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Black,0.2802,0.7947,0.6794,0.895,0.8956,0.6784,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Other,0.5945,0.8919,0.9116,0.9535,0.9573,0.9116,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,White,2.5164,0.8247,1.259,1.0917,0.9084,0.741,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.3929,0.8356,0.7007,0.9386,0.9422,0.7009,1.0,"[3131, 477, 349, 806]",0.8266,0.6612,0.6978,0.6282,0.5465,0.6978,0.8678
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Asian-Pac-Islander,0.7192,0.9237,0.808,0.9434,0.9423,0.8085,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Black,0.2979,0.7973,0.7298,0.8905,0.891,0.7358,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Other,0.5864,0.8882,1.3032,0.8951,0.8962,0.6965,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,White,2.579,0.8192,1.2227,1.1034,0.8963,0.7771,0.9997,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Female,2.8815,0.9206,1.2092,1.0835,0.9166,0.79,1.0,"[3441, 167, 995, 159]",0.756,0.2149,0.1378,0.4877,0.1553,0.1378,0.9537
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Male,0.347,0.9206,0.7908,0.9165,0.9166,0.79,1.0,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,SVC,Female,32.8333,0.9618,1.2536,1.0123,0.9878,0.7455,0.9995,"[3591, 17, 1105, 49]",0.7644,0.0803,0.0425,0.7424,0.1384,0.0425,0.9953
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,SVC,Male,0.0305,0.9618,0.7464,0.9877,0.9878,0.7455,0.9995,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Female,0.689,0.9629,1.0676,1.0054,0.9947,0.9318,1.0,"[3449, 159, 803, 351]",0.798,0.4219,0.3042,0.6882,0.3604,0.3042,0.9559
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Male,1.4513,0.9629,0.9324,0.9946,0.9947,0.9318,1.0,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Female,0.5322,0.8829,0.9182,0.9582,0.9582,0.9185,0.9999,"[3164, 444, 590, 564]",0.7829,0.5217,0.4887,0.5595,0.3836,0.4887,0.8769
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Male,1.8791,0.8829,1.0818,1.0418,0.9582,0.9185,0.9999,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Female,0.7451,0.9778,1.1168,1.0057,0.9943,0.8838,0.9998,"[3512, 96, 870, 284]",0.7971,0.3703,0.2461,0.7474,0.3471,0.2461,0.9734
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Male,1.3421,0.9778,0.8832,0.9943,0.9943,0.8838,0.9998,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Female,2.75,0.9244,1.2407,1.0736,0.9265,0.7598,1.0,"[3442, 166, 997, 158]",0.7558,0.2137,0.1368,0.4877,0.1545,0.1368,0.954
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Male,0.3636,0.9244,0.7593,0.9264,0.9265,0.7598,1.0,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,SVC,Female,37.4444,0.9672,1.2175,1.0106,0.9892,0.7834,0.9997,"[3593, 15, 1114, 41]",0.763,0.0677,0.0355,0.7321,0.1246,0.0355,0.9958
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,SVC,Male,0.0267,0.9672,0.7825,0.9894,0.9892,0.7834,0.9997,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,GaussianNB,Female,0.6614,0.9572,1.0662,1.0045,0.9954,0.9352,1.0,"[3450, 158, 778, 377]",0.8035,0.4462,0.3264,0.7047,0.3836,0.3264,0.9562
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,GaussianNB,Male,1.512,0.9572,0.9338,0.9955,0.9954,0.9352,1.0,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Female,0.5631,0.8861,0.8835,0.9733,0.9733,0.8836,0.9999,"[3140, 468, 560, 595]",0.7842,0.5365,0.5152,0.5597,0.3967,0.5152,0.8703
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Male,1.7759,0.8861,1.1165,1.0267,0.9733,0.8836,0.9999,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Female,0.5741,0.9612,0.987,1.0071,0.9929,0.9868,0.9999,"[3515, 93, 875, 280]",0.7968,0.3665,0.2424,0.7507,0.3456,0.2424,0.9742
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Male,1.7419,0.9612,1.013,0.9929,0.9929,0.9868,0.9999,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Test,XGBClassifier,Female,0.4784,0.9021,1.0782,0.957,0.9571,0.9229,0.9997,"[3376, 232, 646, 508]",0.8156,0.5364,0.4402,0.6865,0.4446,0.4402,0.9357
Adult Income,sex,DisparateImpactRemover,Validation,Test,XGBClassifier,Male,2.0902,0.9021,0.9218,1.043,0.9571,0.9229,0.9997,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Test,XGBClassifier,Female,0.4358,0.8902,1.0064,0.9545,0.9544,0.9948,0.9999,"[3362, 246, 646, 509]",0.8127,0.533,0.4407,0.6742,0.4371,0.4407,0.9318
Adult Income,sex,DisparateImpactRemover,Test,Test,XGBClassifier,Male,2.2948,0.8902,0.9936,1.0455,0.9544,0.9948,0.9999,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Female,0.1032,0.7941,0.5769,0.9058,0.906,0.5778,1.0,"[3338, 270, 654, 500]",0.806,0.5198,0.4333,0.6494,0.4172,0.4333,0.9252
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Male,9.6878,0.7941,1.4231,1.0942,0.906,0.5778,1.0,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,SVC,Female,0.2116,0.8316,0.8133,0.9221,0.922,0.8138,1.0,"[3389, 219, 620, 534]",0.8238,0.56,0.4627,0.7092,0.4722,0.4627,0.9393
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,SVC,Male,4.7257,0.8316,1.1867,1.0779,0.922,0.8138,1.0,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Female,0.004,0.5535,0.2088,0.7092,0.7091,0.2095,0.9997,"[2962, 646, 366, 788]",0.7875,0.609,0.6828,0.5495,0.4706,0.6828,0.821
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Male,249.0556,0.5535,1.7912,1.2908,0.7091,0.2095,0.9997,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Female,0.4004,0.8465,0.9208,0.9164,0.9163,0.9212,0.9999,"[3198, 410, 586, 568]",0.7908,0.5328,0.4922,0.5808,0.4015,0.4922,0.8864
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Male,2.4976,0.8465,1.0792,1.0836,0.9163,0.9212,0.9999,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Female,0.2749,0.8217,0.8631,0.9065,0.9065,0.8622,0.9997,"[3303, 305, 568, 586]",0.8167,0.5731,0.5078,0.6577,0.465,0.5078,0.9155
Adult Income,sex,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Male,3.6376,0.8217,1.1369,1.0935,0.9065,0.8622,0.9997,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Female,0.0867,0.7851,0.5789,0.8955,0.8955,0.5799,1.0,"[3330, 278, 649, 506]",0.8054,0.5219,0.4381,0.6454,0.4173,0.4381,0.9229
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Male,11.5343,0.7851,1.4211,1.1045,0.8955,0.5799,1.0,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,SVC,Female,0.2388,0.8371,0.8203,0.9321,0.9323,0.8186,1.0,"[3396, 212, 603, 552]",0.8289,0.5753,0.4779,0.7225,0.4895,0.4779,0.9412
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,SVC,Male,4.1879,0.8371,1.1797,1.0679,0.9323,0.8186,1.0,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,GaussianNB,Female,0.0,0.5513,0.1964,0.7087,0.7087,0.1965,1.0,"[2963, 645, 366, 789]",0.7877,0.6095,0.6831,0.5502,0.4712,0.6831,0.8212
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,GaussianNB,Male,inf,0.5513,1.8036,1.2913,0.7087,0.1965,1.0,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Female,0.3583,0.8241,0.7751,0.9187,0.9185,0.7738,0.9997,"[3174, 434, 559, 596]",0.7915,0.5455,0.516,0.5786,0.412,0.516,0.8797
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Male,2.7912,0.8241,1.2249,1.0813,0.9185,0.7738,0.9997,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Female,0.2493,0.8022,0.7821,0.901,0.9012,0.7816,0.9999,"[3278, 330, 540, 615]",0.8173,0.5857,0.5325,0.6508,0.474,0.5325,0.9085
Adult Income,sex,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Male,4.0107,0.8022,1.2179,1.099,0.9012,0.7816,0.9999,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Validation,Test,XGBClassifier,Female,0.2623,0.8225,0.826,0.9239,0.9239,0.8249,0.9995,"[3357, 251, 538, 616]",0.8343,0.6096,0.5338,0.7105,0.5155,0.5338,0.9304
Adult Income,sex,DisparateImpactRemover,Validation,Test,XGBClassifier,Male,3.813,0.8225,1.174,1.0761,0.9239,0.8249,0.9995,,,,,,,,
Adult Income,sex,DisparateImpactRemover,Test,Test,XGBClassifier,Female,0.2081,0.801,0.7295,0.9175,0.9173,0.7303,0.9999,"[3355, 253, 523, 632]",0.8371,0.6196,0.5472,0.7141,0.5257,0.5472,0.9299
Adult Income,sex,DisparateImpactRemover,Test,Test,XGBClassifier,Male,4.805,0.801,1.2705,1.0825,0.9173,0.7303,0.9999,,,,,,,,
