dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_0.0_c_predictions_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,black_0.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Target,XGBClassifier,0.0031,0.0029,0.0337,0.0361,0.0385,0.0142,0.0132,0.0444,0.0458,0.0575,0.0028,0.0054,0.0419,0.0400,0.0439,0.0020,0.0015,0.0159,0.0166,0.0161,0.0283,0.0273,0.8137,0.8114,0.8231,0.0005,0.0015,0.0015,0.0019,0.0156
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0035,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0446,0.0453,0.0585,0.0055,0.0059,0.0400,0.0395,0.0453,0.0014,0.0020,0.0170,0.0166,0.0185,0.0288,0.0273,0.8106,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,SVC,0.0035,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0446,0.0453,0.0585,0.0055,0.0059,0.0400,0.0395,0.0453,0.0014,0.0020,0.0170,0.0166,0.0185,0.0288,0.0273,0.8106,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0035,0.0029,0.0358,0.0356,0.0268,0.0130,0.0132,0.0446,0.0453,0.0073,0.0055,0.0059,0.0400,0.0395,0.0000,0.0014,0.0020,0.0170,0.0166,0.0000,0.0288,0.0273,0.8106,0.8118,0.0000,0.0117,0.0512,0.0453,0.0185,0.8391
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0035,0.0029,0.0358,0.0356,0.0375,0.0130,0.0132,0.0446,0.0453,0.0463,0.0055,0.0059,0.0400,0.0395,0.0414,0.0014,0.0020,0.0170,0.0166,0.0161,0.0288,0.0273,0.8106,0.8118,0.7962,0.0010,0.0122,0.0039,0.0024,0.0429
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0035,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0446,0.0453,0.0531,0.0055,0.0059,0.0400,0.0395,0.0434,0.0014,0.0020,0.0170,0.0166,0.0176,0.0288,0.0273,0.8106,0.8118,0.8303,0.0005,0.0054,0.0020,0.0010,0.0088
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0035,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0446,0.0458,0.0590,0.0055,0.0054,0.0400,0.0400,0.0453,0.0014,0.0015,0.0170,0.0166,0.0180,0.0288,0.0273,0.8106,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,SVC,0.0035,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0446,0.0458,0.0590,0.0055,0.0054,0.0400,0.0400,0.0453,0.0014,0.0015,0.0170,0.0166,0.0180,0.0288,0.0273,0.8106,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0035,0.0029,0.0358,0.0361,0.0258,0.0130,0.0132,0.0446,0.0458,0.0063,0.0055,0.0054,0.0400,0.0400,0.0000,0.0014,0.0015,0.0170,0.0166,0.0000,0.0288,0.0273,0.8106,0.8114,0.0000,0.0132,0.0526,0.0453,0.0180,0.8387
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0035,0.0029,0.0358,0.0361,0.0370,0.0130,0.0132,0.0446,0.0458,0.0463,0.0055,0.0054,0.0400,0.0400,0.0380,0.0014,0.0015,0.0170,0.0166,0.0151,0.0288,0.0273,0.8106,0.8114,0.7978,0.0019,0.0127,0.0073,0.0029,0.0409
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0035,0.0029,0.0358,0.0361,0.0385,0.0130,0.0132,0.0446,0.0458,0.0546,0.0055,0.0054,0.0400,0.0400,0.0419,0.0014,0.0015,0.0170,0.0166,0.0175,0.0288,0.0273,0.8106,0.8114,0.8304,0.0005,0.0044,0.0034,0.0005,0.0083
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Target,XGBClassifier,0.0035,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0446,0.0453,0.0546,0.0055,0.0059,0.0400,0.0395,0.0439,0.0014,0.0020,0.0170,0.0166,0.0185,0.0288,0.0273,0.8106,0.8118,0.8269,0.0000,0.0039,0.0015,0.0000,0.0122
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Target,XGBClassifier,0.0035,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0446,0.0458,0.0531,0.0055,0.0054,0.0400,0.0400,0.0443,0.0014,0.0015,0.0170,0.0166,0.0180,0.0288,0.0273,0.8106,0.8114,0.8270,0.0000,0.0058,0.0010,0.0000,0.0117
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0037,0.0029,0.0354,0.0356,0.0385,0.0131,0.0132,0.0442,0.0453,0.0585,0.0058,0.0059,0.0415,0.0395,0.0453,0.0011,0.0020,0.0174,0.0166,0.0185,0.0289,0.0273,0.8089,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,SVC,0.0037,0.0029,0.0354,0.0356,0.0385,0.0131,0.0132,0.0442,0.0453,0.0585,0.0058,0.0059,0.0415,0.0395,0.0453,0.0011,0.0020,0.0174,0.0166,0.0185,0.0289,0.0273,0.8089,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0037,0.0029,0.0354,0.0356,0.0268,0.0131,0.0132,0.0442,0.0453,0.0102,0.0058,0.0059,0.0415,0.0395,0.0073,0.0011,0.0020,0.0174,0.0166,0.0000,0.0289,0.0273,0.8089,0.8118,0.0000,0.0117,0.0483,0.0380,0.0185,0.8391
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0037,0.0029,0.0354,0.0356,0.0380,0.0131,0.0132,0.0442,0.0453,0.0463,0.0058,0.0059,0.0415,0.0395,0.0410,0.0011,0.0020,0.0174,0.0166,0.0161,0.0289,0.0273,0.8089,0.8118,0.7981,0.0005,0.0122,0.0044,0.0024,0.0410
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0037,0.0029,0.0354,0.0356,0.0380,0.0131,0.0132,0.0442,0.0453,0.0527,0.0058,0.0059,0.0415,0.0395,0.0439,0.0011,0.0020,0.0174,0.0166,0.0176,0.0289,0.0273,0.8089,0.8118,0.8274,0.0005,0.0059,0.0015,0.0010,0.0117
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0037,0.0029,0.0354,0.0361,0.0390,0.0131,0.0132,0.0442,0.0458,0.0590,0.0058,0.0054,0.0415,0.0400,0.0453,0.0011,0.0015,0.0174,0.0166,0.0180,0.0289,0.0273,0.8089,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,SVC,0.0037,0.0029,0.0354,0.0361,0.0390,0.0131,0.0132,0.0442,0.0458,0.0590,0.0058,0.0054,0.0415,0.0400,0.0453,0.0011,0.0015,0.0174,0.0166,0.0180,0.0289,0.0273,0.8089,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0037,0.0029,0.0354,0.0361,0.0253,0.0131,0.0132,0.0442,0.0458,0.0093,0.0058,0.0054,0.0415,0.0400,0.0073,0.0011,0.0015,0.0174,0.0166,0.0000,0.0289,0.0273,0.8089,0.8114,0.0000,0.0136,0.0497,0.0380,0.0180,0.8387
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0037,0.0029,0.0354,0.0361,0.0375,0.0131,0.0132,0.0442,0.0458,0.0487,0.0058,0.0054,0.0415,0.0400,0.0395,0.0011,0.0015,0.0174,0.0166,0.0156,0.0289,0.0273,0.8089,0.8114,0.8070,0.0015,0.0102,0.0058,0.0024,0.0317
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0037,0.0029,0.0354,0.0361,0.0375,0.0131,0.0132,0.0442,0.0458,0.0521,0.0058,0.0054,0.0415,0.0400,0.0419,0.0011,0.0015,0.0174,0.0166,0.0180,0.0289,0.0273,0.8089,0.8114,0.8285,0.0015,0.0068,0.0034,0.0000,0.0102
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Target,XGBClassifier,0.0037,0.0029,0.0354,0.0356,0.0385,0.0131,0.0132,0.0442,0.0453,0.0531,0.0058,0.0059,0.0415,0.0395,0.0439,0.0011,0.0020,0.0174,0.0166,0.0185,0.0289,0.0273,0.8089,0.8118,0.8245,0.0000,0.0054,0.0015,0.0000,0.0146
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Target,XGBClassifier,0.0037,0.0029,0.0354,0.0361,0.0385,0.0131,0.0132,0.0442,0.0458,0.0551,0.0058,0.0054,0.0415,0.0400,0.0434,0.0011,0.0015,0.0174,0.0166,0.0175,0.0289,0.0273,0.8089,0.8114,0.8280,0.0005,0.0039,0.0019,0.0005,0.0107
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0383,0.0356,0.0385,0.0093,0.0132,0.0476,0.0453,0.0585,0.0039,0.0059,0.0434,0.0395,0.0453,0.0013,0.0020,0.0172,0.0166,0.0185,0.0337,0.0273,0.0005,0.8033,0.8118,0.8386,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,SVC,0.0020,0.0029,0.0383,0.0356,0.0385,0.0093,0.0132,0.0476,0.0453,0.0585,0.0039,0.0059,0.0434,0.0395,0.0453,0.0013,0.0020,0.0172,0.0166,0.0185,0.0337,0.0273,0.0000,0.8033,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0020,0.0029,0.0383,0.0356,0.0234,0.0093,0.0132,0.0476,0.0453,0.0190,0.0039,0.0059,0.0434,0.0395,0.0210,0.0013,0.0020,0.0172,0.0166,0.0078,0.0337,0.0273,0.5115,0.8033,0.8118,0.3276,0.0151,0.0395,0.0244,0.0107
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0383,0.0356,0.0371,0.0093,0.0132,0.0476,0.0453,0.0507,0.0039,0.0059,0.0434,0.0395,0.0410,0.0013,0.0020,0.0172,0.0166,0.0161,0.0337,0.0273,0.0215,0.8033,0.8118,0.8176,0.0015,0.0078,0.0044,0.0024
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0383,0.0356,0.0375,0.0093,0.0132,0.0476,0.0453,0.0502,0.0039,0.0059,0.0434,0.0395,0.0414,0.0013,0.0020,0.0172,0.0166,0.0166,0.0337,0.0273,0.0102,0.8033,0.8118,0.8289,0.0010,0.0083,0.0039,0.0020
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0383,0.0361,0.0390,0.0093,0.0132,0.0476,0.0458,0.0590,0.0039,0.0054,0.0434,0.0400,0.0453,0.0013,0.0015,0.0172,0.0166,0.0180,0.0337,0.0273,0.0000,0.8033,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,SVC,0.0020,0.0029,0.0383,0.0361,0.0390,0.0093,0.0132,0.0476,0.0458,0.0590,0.0039,0.0054,0.0434,0.0400,0.0453,0.0013,0.0015,0.0172,0.0166,0.0180,0.0337,0.0273,0.0000,0.8033,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0020,0.0029,0.0383,0.0361,0.0205,0.0093,0.0132,0.0476,0.0458,0.0161,0.0039,0.0054,0.0434,0.0400,0.0205,0.0013,0.0015,0.0172,0.0166,0.0049,0.0337,0.0273,0.5166,0.8033,0.8114,0.3221,0.0185,0.0429,0.0249,0.0132
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0383,0.0361,0.0361,0.0093,0.0132,0.0476,0.0458,0.0482,0.0039,0.0054,0.0434,0.0400,0.0414,0.0013,0.0015,0.0172,0.0166,0.0171,0.0337,0.0273,0.0185,0.8033,0.8114,0.8202,0.0029,0.0107,0.0039,0.0010
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0383,0.0361,0.0370,0.0093,0.0132,0.0476,0.0458,0.0512,0.0039,0.0054,0.0434,0.0400,0.0414,0.0013,0.0015,0.0172,0.0166,0.0171,0.0337,0.0273,0.0117,0.8033,0.8114,0.8270,0.0019,0.0078,0.0039,0.0010
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Target,XGBClassifier,0.0020,0.0029,0.0383,0.0356,0.0385,0.0093,0.0132,0.0476,0.0453,0.0527,0.0039,0.0059,0.0434,0.0395,0.0410,0.0013,0.0020,0.0172,0.0166,0.0171,0.0337,0.0273,0.0054,0.8033,0.8118,0.8337,0.0000,0.0059,0.0044,0.0015
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Target,XGBClassifier,0.0020,0.0029,0.0383,0.0361,0.0390,0.0093,0.0132,0.0476,0.0458,0.0521,0.0039,0.0054,0.0434,0.0400,0.0429,0.0013,0.0015,0.0172,0.0166,0.0166,0.0337,0.0273,0.0044,0.8033,0.8114,0.8343,0.0000,0.0068,0.0024,0.0015
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0018,0.0029,0.0380,0.0356,0.0385,0.0074,0.0132,0.0495,0.0453,0.0585,0.0030,0.0059,0.0005,0.0446,0.0395,0.0449,0.0010,0.0020,0.0024,0.0178,0.0166,0.0161,0.0377,0.0273,0.0341,0.7992,0.8118,0.8050,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,SVC,0.0018,0.0029,0.0380,0.0356,0.0385,0.0074,0.0132,0.0495,0.0453,0.0585,0.0030,0.0059,0.0000,0.0446,0.0395,0.0453,0.0010,0.0020,0.0000,0.0178,0.0166,0.0185,0.0377,0.0273,0.0000,0.7992,0.8118,0.8391,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0018,0.0029,0.0380,0.0356,0.0239,0.0074,0.0132,0.0495,0.0453,0.0190,0.0030,0.0059,0.0239,0.0446,0.0395,0.0215,0.0010,0.0020,0.0107,0.0178,0.0166,0.0078,0.0377,0.0273,0.4515,0.7992,0.8118,0.3876,0.0146,0.0395
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0018,0.0029,0.0380,0.0356,0.0361,0.0074,0.0132,0.0495,0.0453,0.0478,0.0030,0.0059,0.0054,0.0446,0.0395,0.0400,0.0010,0.0020,0.0029,0.0178,0.0166,0.0156,0.0377,0.0273,0.0200,0.7992,0.8118,0.8191,0.0024,0.0107
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0018,0.0029,0.0380,0.0356,0.0375,0.0074,0.0132,0.0495,0.0453,0.0502,0.0030,0.0059,0.0039,0.0446,0.0395,0.0414,0.0010,0.0020,0.0024,0.0178,0.0166,0.0161,0.0377,0.0273,0.0137,0.7992,0.8118,0.8255,0.0010,0.0083
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0018,0.0029,0.0380,0.0361,0.0390,0.0074,0.0132,0.0495,0.0458,0.0590,0.0030,0.0054,0.0000,0.0446,0.0400,0.0453,0.0010,0.0015,0.0024,0.0178,0.0166,0.0156,0.0377,0.0273,0.0375,0.7992,0.8114,0.8012,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,SVC,0.0018,0.0029,0.0380,0.0361,0.0390,0.0074,0.0132,0.0495,0.0458,0.0590,0.0030,0.0054,0.0000,0.0446,0.0400,0.0453,0.0010,0.0015,0.0000,0.0178,0.0166,0.0180,0.0377,0.0273,0.0000,0.7992,0.8114,0.8387,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0018,0.0029,0.0380,0.0361,0.0219,0.0074,0.0132,0.0495,0.0458,0.0151,0.0030,0.0054,0.0249,0.0446,0.0400,0.0205,0.0010,0.0015,0.0127,0.0178,0.0166,0.0054,0.0377,0.0273,0.4644,0.7992,0.8114,0.3743,0.0171,0.0439
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0018,0.0029,0.0380,0.0361,0.0361,0.0074,0.0132,0.0495,0.0458,0.0458,0.0030,0.0054,0.0044,0.0446,0.0400,0.0409,0.0010,0.0015,0.0015,0.0178,0.0166,0.0166,0.0377,0.0273,0.0195,0.7992,0.8114,0.8192,0.0029,0.0132
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0018,0.0029,0.0380,0.0361,0.0365,0.0074,0.0132,0.0495,0.0458,0.0502,0.0030,0.0054,0.0039,0.0446,0.0400,0.0414,0.0010,0.0015,0.0015,0.0178,0.0166,0.0166,0.0377,0.0273,0.0156,0.7992,0.8114,0.8231,0.0024,0.0088
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Target,XGBClassifier,0.0018,0.0029,0.0380,0.0356,0.0385,0.0074,0.0132,0.0495,0.0453,0.0492,0.0030,0.0059,0.0073,0.0446,0.0395,0.0380,0.0010,0.0020,0.0015,0.0178,0.0166,0.0171,0.0377,0.0273,0.0054,0.7992,0.8118,0.8337,0.0000,0.0093
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Target,XGBClassifier,0.0018,0.0029,0.0380,0.0361,0.0385,0.0074,0.0132,0.0495,0.0458,0.0512,0.0030,0.0054,0.0029,0.0446,0.0400,0.0424,0.0010,0.0015,0.0015,0.0178,0.0166,0.0166,0.0377,0.0273,0.0049,0.7992,0.8114,0.8338,0.0005,0.0078
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.0005,0.8117,0.8118,0.8386,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.0000,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0268,0.0130,0.0132,0.0455,0.0453,0.0088,0.0056,0.0059,0.0397,0.0395,0.0054,0.0018,0.0020,0.0165,0.0166,0.0000,0.0274,0.0273,0.8391,0.8117,0.8118,0.0000,0.0117,0.0497,0.0400,0.0185
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0375,0.0130,0.0132,0.0455,0.0453,0.0444,0.0056,0.0059,0.0397,0.0395,0.0361,0.0018,0.0020,0.0165,0.0166,0.0161,0.0274,0.0273,0.0512,0.8117,0.8118,0.7879,0.0010,0.0141,0.0093,0.0024
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0512,0.0056,0.0059,0.0397,0.0395,0.0419,0.0018,0.0020,0.0165,0.0166,0.0176,0.0274,0.0273,0.0093,0.8117,0.8118,0.8298,0.0005,0.0073,0.0034,0.0010
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0580,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0171,0.0274,0.0273,0.0000,0.8117,0.8114,0.8387,0.0000,0.0010,0.0000,0.0010
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.0000,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0273,0.0130,0.0132,0.0455,0.0458,0.0088,0.0056,0.0054,0.0397,0.0400,0.0058,0.0018,0.0015,0.0165,0.0166,0.0000,0.0274,0.0273,0.8387,0.8117,0.8114,0.0000,0.0117,0.0502,0.0395,0.0180
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0375,0.0130,0.0132,0.0455,0.0458,0.0482,0.0056,0.0054,0.0397,0.0400,0.0395,0.0018,0.0015,0.0165,0.0166,0.0151,0.0274,0.0273,0.0453,0.8117,0.8114,0.7934,0.0015,0.0107,0.0058,0.0029
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0546,0.0056,0.0054,0.0397,0.0400,0.0439,0.0018,0.0015,0.0165,0.0166,0.0166,0.0274,0.0273,0.0117,0.8117,0.8114,0.8270,0.0000,0.0044,0.0015,0.0015
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0561,0.0056,0.0059,0.0397,0.0395,0.0429,0.0018,0.0020,0.0165,0.0166,0.0176,0.0274,0.0273,0.0141,0.8117,0.8118,0.8250,0.0000,0.0024,0.0024,0.0010
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0556,0.0056,0.0054,0.0397,0.0400,0.0439,0.0018,0.0015,0.0165,0.0166,0.0156,0.0274,0.0273,0.0156,0.8117,0.8114,0.8231,0.0000,0.0034,0.0015,0.0024
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.0005,0.8117,0.8118,0.8386,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.0000,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0268,0.0130,0.0132,0.0455,0.0453,0.0088,0.0056,0.0059,0.0397,0.0395,0.0054,0.0018,0.0020,0.0165,0.0166,0.0000,0.0274,0.0273,0.8391,0.8117,0.8118,0.0000,0.0117,0.0497,0.0400,0.0185
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0375,0.0130,0.0132,0.0455,0.0453,0.0444,0.0056,0.0059,0.0397,0.0395,0.0361,0.0018,0.0020,0.0165,0.0166,0.0161,0.0274,0.0273,0.0512,0.8117,0.8118,0.7879,0.0010,0.0141,0.0093,0.0024
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0512,0.0056,0.0059,0.0397,0.0395,0.0419,0.0018,0.0020,0.0165,0.0166,0.0176,0.0274,0.0273,0.0093,0.8117,0.8118,0.8298,0.0005,0.0073,0.0034,0.0010
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0580,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0171,0.0274,0.0273,0.0000,0.8117,0.8114,0.8387,0.0000,0.0010,0.0000,0.0010
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.0000,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000
